input,output,prediction,match
"what are the flights from cleveland to dallas
what are the flights from cleveland to dallas
what are the flights from cleveland to dallas
what are the flights from cleveland to dallas
what are the flights from cleveland to dallas
",what are the flights from cleveland to dallas,list flights from cleveland to dallas june twenty nineth,No
"show me flights from phoenix to fort worth
show me flights from phoenix to fort worth
show me flights from phoenix to fort worth
show me flights from phoenix to fort worth
show me flights from phoenix to fort worth
",show me flights from phoenix to fort worth,show me flights from phoenix to fort worth,Yes
"please find a flight from san diego to toronto on alaska airlines
please find a flight from san diego to toronto on alaska airlines
please find a flight from san diego to toronto on alaska airlines
please find a flight from san diego to toronto on alaska airlines
please find a flight from san diego to toronto on alaska airlines
",please find a flight from san diego to toronto on alaska airlines,please find a flight from san diego to toronto on alaska airlines,Yes
"which flights depart from tampa in the early evening and arrive in cincinnati
which flights depart from tampa in the early evening and arrive in cincinnati
which flights depart from tampa in the early evening and arrive in cincinnati
which flights depart from tampa in the early evening and arrive in cincinnati
which flights depart from tampa in the early evening and arrive in cincinnati
",which flights depart from tampa in the early evening and arrive in cincinnati,which flights depart from tampa in the early evening and arrive in cincinnati,Yes
"which flights depart from new york and arrive in los angeles after ten a m
which flights depart from new york and arrive in los angeles after ten a m
which flights depart from new york and arrive in los angeles after ten am
which flights depart from new york and arrive in los angeles after ten am
which flights depart from new york and arrive in los angeles after tenam
",which flights depart from new york and arrive in los angeles after ten am,which flights depart from new york and arrive in los angeles after ten a m,No
"list the flights on canadian airlines international
list the flights on canadian airlines international
list the flights on canadian airlines international
list the flights on canadian airlines international
list the flights on canadian airlines international
",list the flights on canadian airlines international,list the flights on canadian airlines international,Yes
"list flights from houston to phoenix
list flights from houston to phoenix
list flights from houston to phoenix
list flights from houston to phoenix
list flights from houston to phoenix
",list flights from houston to phoenix,list flights from houston to phoenix,Yes
"show flights from burbank to milwaukee for today
show flights from burbank to milwaukee for today
show flights from burbank to milwaukee for today
showflights from burbank to milwaukee for today
show flights from burbank to milwaukee for today
",show flights from burbank to milwaukee for today,show flights from burbank to milwaukee for today,Yes
"list american airlines flights from san jose to dallas friday afternoon
list american airlines flights from san jose to dallas friday afternoon
list american airlines flights from san jose to dallas friday afternoon
list american airlines flights from san jose to dallas friday afternoon
list american airlines flights from san jose to dallas friday afternoon
",list american airlines flights from san jose to dallas friday afternoon,list american airlines flights from san jose to dallas friday afternoon,Yes
"list flights from atlanta to toronto friday afternoon
list flights from atlanta to toronto friday afternoon
list flights from atlanta to toronto friday afternoon
list flights from atlanta to toronto friday afternoon
list flights from atlanta to toronto friday afternoon
",list flights from atlanta to toronto friday afternoon,list flights from atlanta to toronto friday afternoon,Yes
"what is the first class round trip airfare from indianapolis to memphis
what is the first class round trip airfare from indianapolis to memphis
what is the first class round trip airfare from indial indianapolis to memphis
what is the first class round trip airfare from indianapolis to memphis
what is the first class roundtrip airfare from indianapolis to memphis
",what is the first class round trip airfare from indianapolis to memphis,what is the first class round trip airfare from indianapolis to memphis,Yes
"i want to fly from washington dc to phoenix arizona
i want to fly from washington dc to phoenix arizona
i want to fly from washington dc to phoenix arizona
i want to fly from washington dc to phoenix arizona
i want to fly from washington dc to phoenix arizona
",i want to fly from washington dc to phoenix arizona,i want to fly from washington dc to phoenix arizona,Yes
"please list american airlines flights from san francisco to milwaukee
please list american airlines flights from san francisco to milwaukee
please list american airlines flights from san francisco to milwaukee
please list american airlines flights from san francisco to milwaukee
please list american airlines flights from san francisco to milwaukee
",please list american airlines flights from san francisco to milwaukee,please list american airlines flights from san francisco to milwaukee,Yes
"what are the flights from tampa to milwaukee
what are the flights from tampa to milwaukee
what are the flights from tampa to milwaukee
what are the flights from tampa to milwaukee
what are the flights from tampa to milwaukee
",what are the flights from tampa to milwaukee,list flights from tampa to milwaukee june twenty nineth,No
"i want a flight from nashville to seattle that arrives no later than three p m
i want a flight from nashville to seattle that arrives no later than threepm
i want a flight from nashville to seattle that arrives no later than three pm
i want a flight from nashville to seattle that arrives no later than three pm
i want a flight from nashville to seattle that arrives no later than threepm
",i want a flight from nashville to seattle that arrives no later than three pm,i want a flight from nashville to seattle that arrives no later than three pm,Yes
"please find all the flights from cincinnati to any airport in the new york city area that arrive next saturday before six p m
please find all the flights from cincinnati to any airport in the new york city area that arrive next saturday before six p m
please find all the flights from cincinnati to any airport in the new york city area that arrived next saturday before six p m
please find all the flights from cincinnati to any airport in the new york city area that arrive next saturday before sixpm
please find all the flights from cincinnati to any airport in the new york city area that arrive next saturday before six pm
",please find all the flights from cincinnati to any airport in the new york city area that arrive next saturday before six pm,please find all the flights from cincinnati to any airport in the new york city area that arrive next saturday before six pm,Yes
"please lift the flights from milwaukee to philadelphia
please lift the flights from milwaukee to philadelphia
please lift the flights from milwaukee to philadelphia
please lift the flights from milwaukee to philadelphia
please lift the flights from milwaukee to philadelphia
",please list the flights from milwaukee to philadelphia,please lift the flights from milwaukee to philadelphia,No
"i would like to find a flight from charlotte to las vegas that makes a stop in saint louis
i would like to find a flight from charlotte to las vegas that makes a stop in saint louis
i would like to find a flight from charlotte to las vegas that makes a stop in saint louis
i would like to find a flight from charlotte to las vegas that makes a stop in saint louis
i would like to find a flight from charlotte to las vegas that makes a stop in saint louis
",i would like to find a flight from charlotte to las vegas that makes a stop in saint louis,i would like to find a flight from charlotte to las vegas that makes a stop in saint louis,Yes
"show flights wednesday evening from saint louis to burbank
show flights wednesday evening from saint louis to burbank
show flights wednesday evening from saint louis to burbank
showflights wednesday evening from saint louis to burbank
show flights wednesday evening from saint louis to burbank
",show flights wednesday evening from saint louis to burbank,show flights wednesday evening from saint louis to burbank,Yes
"what are the flights for a memphis two las vegas
what are the flights from memphis to las vegas
what are the flights from memphis to las vegas
one of the flights from memphis to las vegas
what are the flights for memphis to las vegas
",what are the flights from memphis to las vegas,list flights from houston to memphis june twenty ninth,No
"i would like a flight traveling one way for phoenix to san diego on april onest
i would like a flight traveling one way for phoenix to san diego on april onest
i would like a flight traveling one way from phoenix to san diego on april onest
i would like a flight traveling one way from phoenix to san diego on april onest
i would like a flight traveling one way for phoenix to san diego on april one
",i would like a flight traveling one way from phoenix to san diego on april first,i would like a flight traveling one way for phoenix to san diego on april 1st,No
"i need a flight from milwaukee to seattle
i need a flight for milwaukee to seattle
i need a flight for milwaukee to seattle
i need a flight from milwaukee to seattle
i need a flight from milwaukee to seattle
",i need a flight from milwaukee to seattle,i need a flight from milwaukee to seattle,Yes
"what cities does northwest fly out of
what cities does northwest fly out of
what cities does northwest fly out of
what cities does north west fly out of
what cities does north west fly out of
",what cities does northwest fly out of,the cities that northwest flies out of are seattle portland denver phoenix and los angeles,No
"show me the cheapest one way fare from san francisco to houston on february twenty-eightth one thousand, nine hundred and ninety-four
show me the cheapest one way fare from san francisco to houston on february twenty-eight one thousand, nine hundred and ninety-four
show me the cheapest one way fare from san francisco to houston on february twenty-eight one thousand, nine hundred and ninety-four
show me the cheapest one way fare from san francisco to houston on february twenty-eightth one thousand, nine hundred and ninety-four
show me the cheapest one way fare from san francisco to houston on february twenty-eightth one thousand, nine hundred and ninety-four
",show me the cheapest one way fare from san francisco to houston on february twenty eighth nineteen ninety four,show me the cheapest one way fare from san francisco to houston on february twenty eightth one thousand nine hundred and ninety four,No
"i need to flight from milwaukee to washington dc on monday night
i need to flight from milwaukee to washington dc on monday night
i need a flight from milwaukee to washington dc on monday night
i need to flight from milwaukee to washington dc on monday night
i need a flight from milwaukee to washington dc on monday night
",i need a flight from milwaukee to washington dc on monday night,i need a flight from milwaukee to washington dc on monday night,Yes
"list flights from houston to denver
list flights from houston to denver
list flights from houston to denver
list flights from houston to denver
lists flights from houston to denver
",list flights from houston to denver,list flights from houston to denver,Yes
"i need a flight from san francisco to milwaukee on monday morning
i need a flight from san francisco to milwaukee on monday morning
i need a flight from san francisco to milwaukee on monday morning
i need a flight from san francisco to milwaukee on monday morning
i need a flight from san francisco to milwaukee on monday morning
",i need a flight from san francisco to milwaukee on monday morning,i need a flight from san francisco to milwaukee on monday morning,Yes
"which round trip flights leave chicago next tuesday and arrive and detroit around six p m
which round trip flights leave chicago next tuesday and arrive and detroit around six p m
which roundtrip flights leave chicago next tuesday and arrive and detroit around six p m
which round trip flights leave chicago next tuesday and arrive in detroit around six p m
which roundtrip flights leave chicago next tuesday and arrive in detroit around six p m
",which round trip flights leave chicago next tuesday and arrive in detroit around six pm,which round trip flights leave chicago next tuesday and arrive in detroit around six p m,No
"give me the saturday morning flights on continental that have meals from chicago to minionapolis
give me the saturday morning flights on continental that have meals from chicago to minionapolis
give me the saturday morning flights on continental that have meals from chicago to minionapolis
give me the saturday morning flights on continental that have meals from chicago to minionapolis
give me the saturday morning flights on continental that have meals from chicago to minionapolis
",give me the saturday morning flights on continental that have meals from chicago to minneapolis,give me the saturday morning flights on continental that have meals from chicago to minionapolis,No
"what day of the week deflates from nashville to tacoma fly on
what day of the week deflates from nashville to tacoma fly on
what day of the week deflates from nashville to tacoma fly on
what day of the week deflates from nashville to tacoma fly on
what day of the week deflates from nashville to tacoma fly on
",what day of the week do flights from nashville to tacoma fly on,the day of the week that deflates from nashville to tacoma flies on,No
"determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon
determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon
determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon
determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon
determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon
",determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon,the type of aircraft used on a flight from cleveland to dallas that leaves before noon is a boeing 737,No
"get saturday fares from washington to montreal
get saturday fares from washington to montreal
get saturday fairs from washington to montreal
get saturday fairs from washington to montreal
get saturday fares from washington to montreal
",get saturday fares from washington to montreal,get saturday fares from washington to montreal,Yes
"show flights from kansas city to orlando
show flights from kansas city to orlando
show flights from kansas city to orlando
show flights from kansas city to orlando
show flights from kansas city to orlando
",show flights from kansas city to orlando,show flights from kansas city to orlando,Yes
"what airlines are departing from baltimore
what airlines are departing from baltimore
what airlines are departing from baltimore
and what airlines are departing from baltimore
and what airlines are departing from baltimore
",what airlines are departing from baltimore,the airlines departing from baltimore are delta united and american airlines,No
"i would like an evening flight from newark to los angeles
i would like an evening flight from newark to los angeles
i would like an evening flight from newark to los angeles
i would like an evening flight from newark to los angeles
i would like an evening flight from newark to los angeles
",i would like an evening flight from newark to los angeles,i would like an evening flight from newark to los angeles,Yes
"please give me the flights from kansas city to chicago on june sixteenth
please give me the flights from kansas city to chicago on june sixteenth
please give me the flights from kansas city to chicago on june sixteen
please give me the flights from kansas city to chicago on june sixteenth
please give me the flights from kansas city to chicago on june sixteenth
",please give me the flights from kansas city to chicago on june sixteenth,please give me the flights from kansas city to chicago on june sixteenth,Yes
"how far is los angeles international from downtown
how far is los angeles international from downtown
how far is los angeles international from downtown
how far is los angeles international from downtown
how far is los angeles international from downtown
",how far is los angeles international from downtown,55 miles,No
"please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of $three hundred for june ten one thousand, nine hundred and ninety-three
please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of $three hundred for june ten one thousand, nine hundred and ninety-three
please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of $three hundred for june tenth one thousand, nine hundred and ninety-three
please find a flight round trip from los angeles to tacoma washington with the stopover in san francisco not exceeding the price of $three hundred for june ten one thousand, nine hundred and ninety-three
please find a flight round trip from los angeles to tacoma washington with the stopover in san francisco not exceeding the price of $three hundred for june tenth one thousand, nine hundred and ninety-three
",please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of three hundred dollars for june tenth nineteen ninety three,please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of 300 for june 10th 1993,No
"give me the fairs from miami to cleveland next sunday
give me the fares from miami to cleveland next sunday
give me the fairs from miami to cleveland next sunday
give me the fares from miami to cleveland next sunday
give me the fairs from miami to cleveland next sunday
",give me the fares from miami to cleveland next sunday,give me the fares from miami to cleveland next sunday,Yes
"list of flights from nashville to cleveland on sunday
list off flights from nashville to cleveland on sunday
list off lights from nashville to cleveland on sunday
listo flights from nashville to cleveland on sunday
list off lights from nashville to cleveland on sunday
",list all flights from nashville to cleveland on sunday,list off flights from nashville to cleveland on sunday,No
"show me the cost of a first class ticket from detroit to las vegas and back
show me the cost of a first class ticket from detroit to las vegas and back
show me the cost of a first class ticket from detroit to las vegas and back
show me the cost of a first class ticket from detroit to las vegas and back
show me the cost of a first class ticket from detroit to las vegas and back
",show me the cost of a first class ticket from detroit to las vegas and back,show me the cost of a first class ticket from detroit to las vegas and back,Yes
"what is the ground transportation between the charlotte airport and downtown charlotte
what is the ground transportation between the charlotte airport and downtown charlotte
what is the ground transportation between the charlotte airport and downtown charlotte
what is the ground transportation between the charlotte airport and downtown charlotte
what is the ground transportation between the charlotte airport and downtown charlotte
",what is the ground transportation between the charlotte airport and downtown charlotte,the ground transportation between the charlotte airport and downtown charlotte is provided by buses and taxis,No
"please list of lights from kansas city to denver
please list of light from kansas city to denver
please list a flight from kansas city to denver
please list the flight from kansas city to denver
pleasest of light from kansas city to denver
",please list the flights from kansas city to denver,please list a flight from kansas city to denver,No
"how about a flight leaving tuesday night from san luis de bureque
how about a flight leaving tuesday night from saint louis to burbank
how about a flight leaving tuesday night from san luis de barraque
how about a flight leaving tuesday night from saint louis to burek
how about a flight leaving tuesday night from saint louis to barraque
",how about a flight leaving tuesday night from saint louis to burbank,how about a flight leaving tuesday night from san luis de bureque,No
"show me all the flights from kansas city to saint paul
show me all the flights from kansas city to saint paul
show me all the flights from kansas city to saint paul
show me all the flights from kansas city to saint paul
show me all the flights from kansas city to saint paul
",show me all the flights from kansas city to saint paul,show me all the flights from kansas city to saint paul,Yes
"i need a friday flight from newark to tampa
i need a friday flade from newark to tampa
i need a friday blade from newark to tampa
i need a friday flayed from newark to tampa
i need a friday for late from newark to tampa
",i need a friday flight from newark to tampa,i need a friday flight from newark to tampa,Yes
"show me the flights from minneapolis to indiana
show me the flights from minneapolis to indiana
show me the flight from minneapolis to indiana
show me the flights from minneapolis to indiana
show me the flights from minneapolis to indiana
",show me the flights from minneapolis to indiana,show me the flights from minneapolis to indiana,Yes
"does tacoma airport offer transportation from the airport to the downtown area
does tacoma airport offer transportation from the airport to the downtown area
does tacoma airport offer transportation from the airport to the downtown area
does tacoma airport offer transportation from the airport to the downtown area
does tacoma airport offer transportation from the airport to the downtown area
",does tacoma airport offer transportation from the airport to the downtown area,does tacoma airport offer transportation from the airport to the downtown area,Yes
"show me the cheapest one way flight from san francisco to houston
show me the cheapest one way flight from san francisco to houston
show me the cheapest one way flight from san francisco to houston
show him the cheapest one way flight from san francisco to houston
show me the cheapest one way flight from san francisco to houston
",show me the cheapest one way flight from san francisco to houston,show me the cheapest one way flight from san francisco to houston,Yes
"what is the ground transportation in westchester county
what is the ground transportation in westchester county
what is the ground transportation in west tester county
what is the ground transportation in west tester county
what is the ground transportation in west tester county
",what is the ground transportation in westchester county,the ground transportation in westchester county is provided by various companies such as metro north railroad bee line bus company and westchester county department of transportation,No
"what ground transportation is available from la guardia airport into new york city
what ground transportation is available from laguardia airport into new york city
what ground transportation is available from la guardia airport into new york city
what ground transportation is available from laguardia airport into new york city
what ground transportation is available from la guardia airport into new york city
",what ground transportation is available from la guardia airport into new york city,what ground transportation is available from laguardia airport into new york city,No
"please list the flights from newark to los angeles
please lift the flights from newark to los angeles
please visit the flights from newark to los angeles
please list the flights from new york to los angeles
please list the flights from newark to los angeles
",please list the flights from newark to los angeles,please list the flights from newark to los angeles,Yes
"what are the flights from tacoma to san jose
where are the flights from tacoma to san jose
where do the flights from tacoma to san jose
where do the flights come from tacoma to san jose
what are the flights from tacoma to san jose
",what are the flights from tacoma to san jose,where are the flights from tacoma to san jose,No
"show me the flights from orlando to houston
show me the flights from orlando to houston
show me the flights from orlando to houston
show me the flights from orlando to houston
show me the flights from orlando to houston
",show me the flights from orlando to houston,show me the flights from orlando to houston,Yes
"what is the seating capacity for the aircraft meighty
what is the seating capacity for the aircraft meighty
what is the seating capacity for the aircraft m eighty
what is the seeding capacity for the aircraft meighty
what is the seating capacity for the aircraft m eight hundred
",what is the seating capacity for the aircraft m eight zero,800,No
"what is airline wn
what is airline wn
what is airline wan
what is airline win
what is airline w n
",what is airline wn,the airline is wn,No
"please list all flights early am from oakland to salt lake city
please list all flights early am from oakland to salt lake city
please list all flights early am from oakland to salt lake city
please list all flights early am from oakland to salt lake city
please list all flights early am from oakland to salt lake city
",please list all flights early am from oakland to salt lake city,please list all flights early am from oakland to salt lake city,Yes
"get flights between saint petersburg and charlotte
get flights between saint petersburg and charlotte
get flights between saint petersburg and charlotte
get flights between saint petersburg and charlotte
get flights between saint petersburg and charlotte
",get flights between saint petersburg and charlotte,get flights between saint petersburg and charlotte,Yes
"list all flights from cleveland to kansas city on monday
list of flights from cleveland to kansas city on monday
list off lights from cleveland to kansas city on monday
list off lights from cleveland to kansas city on monday
list offlights from cleveland to kansas city on monday
",list all flights from cleveland to kansas city on monday,list of flights from cleveland to kansas city on monday,No
"get flights from milwaukee to dtw
get flights from milwaukee to dtw
get flights from milwaukee to dtw
get flights from milwaukee to d tw
get flights from milwaukee to d tw
",get flights from milwaukee to dtw,get flights from milwaukee to dtw,Yes
"give me the flights and fares for a trip to cleveland from miami around wednesday
give me the flights and fares for a trip to cleveland from miami on wednesday
give me the flights and fairs for a trip to cleveland from miami around wednesday
give me the flights and fares for a trip to cleveland from miami or on wednesday
give me the flights and fares for a trip to cleveland from miami around wednesday
",give me the flights and fares for a trip to cleveland from miami on wednesday,give me the flights and fares for a trip to cleveland from miami around wednesday,No
"what is the seating capacity on the aircraft meighty
what is the seating capacity on the aircraft meighty
what is the seating capacity on the aircraft m eighty
what is the seating capacity on the aircraft m eight hundred
what is the seating capacity on the aircraft m eight hundred
",what is the seating capacity on the aircraft m eight zero,800,No
"please find flights available from kansas city to newark
please find flights available from kansas city to newark
please find flights available from kansas city to newark
please find flights available from kansas city to new york
please find flights available from kansas city to new ork
",please find flights available from kansas city to newark,please find flights available from kansas city to newark,Yes
"are there any flights from boston to orlando connecting in new york
are there any flights from boston to orlando connecting in new york
are there any flights from boston to orlando connecting in new york
are there any flights from boston to orlando connecting in new york
are there any flights from boston to orlando connecting in new york
",are there any flights from boston to orlando connecting in new york,there are no flights from boston to orlando that connect in new york,No
"what is the seating capacity of the type of aircraft meight zero
what is the seating capacity of the type of aircraft meighty
what is the seating capacity of the type of aircraft m eight hundred
what is the seating capacity of the type of aircraft meighty
what is the seating capacity of the type of aircraft meight hundred
",what is the seating capacity of the type of aircraft m eight zero,800,No
"which flights go from cleveland to indianapolis on april fiveth
which flights go from cleveland to indianapolis on april fiveth
which flights go from cleveland to indianapolis in april fiveth
which flights go from cleveland to indianapolis on april five
which flights go from cleveland to indianapolis on april fiveth
",which flights go from cleveland to indianapolis on april fifth,which flights go from cleveland to indianapolis on april fiveth,No
"this is the fight from denver to cincinnati on june sixth after fourpm
this is the fight from denver to cincinnati on june sixth after four p m
this is the fights from denver to cincinnati on june sixth after fourpm
this is the fights from denver to cincinnati on june sixth after four p m
this is the fight from denver to cincinnati on june sixth after fourpm
",list the flights from denver to cincinnati on june sixth after four pm,list flights from denver to cincinnati on june sixth after four pm,No
"list flights from memphis to miami on wednesday
list flights from memphis to miami on wednesday
vist flights from memphis to miami on wednesday
vist flights from memphis to miami on wednesday
list flights from memphis to miami on wednesday
",list flights from memphis to miami on wednesday,list flights from memphis to miami on wednesday,Yes
"list flights from washington dc to toronto
list flights from washington dc to toronto
list flights from washington dc to toronto
list flights from washington dc to toronto
list flights from washington dc to toronto
",list flights from washington dc to toronto,list flights from washington dc to toronto,Yes
"list wednesday night flights from oakland to salt lake city
list wednesday night flights from oakland to salt lake city
lest wednesday night flights from oakland to salt lake city
lest wednesday night flights from oakland to salt lake city
lest wednesday night flights from oakland to salt lake city
",list wednesday night flights from oakland to salt lake city,list wednesday night flights from oakland to salt lake city,Yes
"tell me all the airports near westchester county
tell me all the airports near west chester county
tell me all the airports near west chester county
tell me all the airports in your westchester county
tell me all the airports in your westchester county
",tell me all the airports near westchester county,there are no commonalities between the hypotheses so the hypothesis that is logical is tell me all the airports in your westchester county,No
"what type of plane is a dnines
what type of plane is a dnines
what type of plane is a dnines
what type of plane is the dnines
what type of plane is a dnine s
",what type of plane is ad nine s,73% of the company,No
"what flights leave from cincinnati in the morning and arrive in tampa
what flights leave from cincinnati in the morning and arrive in tampa
what flights leave from cincinnati in the morning and arrive in tampa
what flights leave from cincinnati in the morning and arrive in tampa
what flights leave from cincinnati in the morning and arrive in tampa
",what flights leave from cincinnati in the morning and arrive in tampa,what flights leave from cincinnati in the morning and arrive in tampa,Yes
"list the distance in miles from toronto international airport to downtown toronto
list the distance in miles from toronto international airport to downtown toronto
list the distance in miles from toronto international airport to downtown toronto
list the distance in miles from toronto international airport to downtown toronto
lists the distance in miles from toronto international airport to downtown toronto
",list the distance in miles from toronto international airport to downtown toronto,11 miles,No
"give me flights from seattle to chicago that have meals on continental
give me flights from seattle to chicago that have meals on continental
give me flights from seattle to chicago that have meals on continental
give me plates from seattle to chicago that have meals on continental
give me flights from seattle to chicago that have meals on continental
",give me flights from seattle to chicago that have meals on continental,give me flights from seattle to chicago that have meals on continental,Yes
"i need flight information for a flight departing from indianapolis to cleveland departing tuesday at noon
i need flight information for a flight departing from indianapolis to cleveland departing tuesday at noon
i need flight information for a flight departing from indianapolis to cleveland departing tuesday at noon
i need flight information for a flight departing from indianapolis to cleveland departing tuesday at noon
i need flight information for a flight departing from indianapolis to cleveland departing tuesday at noon
",i need flight information for a flight departing from indianapolis to cleveland departing tuesday at noon,i need flight information for a flight departing from indianapolis to cleveland departing tuesday at noon,Yes
"show me the flights between los angeles and dallas
show me the flights between los angeles and dallas
show me the flights between los angeles and dallas
showing me the flights between los angeles and dallas
show me the flights between los angeles and dallas
",show me the flights between los angeles and dallas,show me the flights between los angeles and dallas,Yes
"show me a return flight from miami to jfk please
show me a return flight from miami to jfk please
show me a return flight from miami to jfk please
show me a return flight for miami to jfk please
show me a return flight for miami to jfk please
",show me a return flight from miami to jfk please,show me a return flight from miami to jfk please,Yes
"i want to go from boston to washington on a saturday
i want to go from boston to washington on a saturday
i want to go from boston to washington on a saturday
i want to go from boston to washington on a saturday
i want to go from boston to washington on the saturday
",i want to go from boston to washington on a saturday,i want to go from boston to washington on a saturday,Yes
"what are the flights on thursday leaving from saint paul minnesota to saint louis
what are the flights on thursday leaving from saint paul minnesota to saint louis
what are the flights on thursday leaving from saint paul minnesota to saint louis
what are the flights on thursday leaving from saint paul minnesota to saint louis
what are the flights on thursday leaving from saint paul minnesota to saint louis
",what are the flights on thursday leaving from saint paul minnesota to saint louis,what are the flights on thursday leaving from saint paul minnesota to saint louis,Yes
"which flights leave chicago next tuesday and arrive in detroit around six p m
which flights leave chicago next tuesday and arrive in detroit around six p m
which flights leave chicago next tuesday and arrive in detroit around six p m
which flights leave chicago next tuesday and arrive in detroit around six p m
which flights leave chicago next tuesday and arrive in detroit around six p m
",which flights leave chicago next tuesday and arrive in detroit around six pm,which flights leave chicago next tuesday and arrive in detroit around six p m,No
"please list the flights from memphis to new york city on a monday night
please list the flights from memphis to new york city on a monday night
please list the flights from memphis to new york city on a monday night
please list the flights from memphis to new york city on a monday night
please list the flights from memphis to new york city on a monday night
",please list the flights from memphis to new york city on a monday night,please list the flights from memphis to new york city on a monday night,Yes
"i would like flights leaving from milwaukee to orlando
i would like flights leaving from milwaukee to orlando
i would like flights leaving from milwaukee orlando
i would like flights leaving from milwaukee orlando
i would like flights leaving from milwaukee to orlando
",i would like flights leaving from milwaukee to orlando,i would like flights leaving from milwaukee to orlando,Yes
"what is tpa
what is tpa
what is tpa
what is tp a
what is tp a
",what is tpa,,No
"now show me the cheapest one way flight from houston to boston
now show me the cheapest one way flight from houston to boston
now show me the cheapest one way flight from houston to boston
now show me the cheapest one way flight from houston to boston
now show me the cheapest one way flight from houston to boston
",now show me the cheapest one way flight from houston to boston,the cheapest one way flight from houston to boston is 150,No
"is there an american airlines flight from houston to newark on june tenth after threepm
is there an american airlines flight from houston to newark on june tenth after three pm
is there an american airlines flight from houston to newark on june ten after three p m
is there an american airlines flight from houston to newark on june ten after threepm
is there an american airlines flight from houston to newark on june tenth after threepm
",is there an american airlines flight from houston to newark on june tenth after three pm,is there an american airlines flight from houston to newark on june tenth after threepm,No
"show me the cheapest one way flights from orlando to montreal
show me the cheapest one way flights from orlando to montreal
show me the cheapest one way flights from orlando to montreal
show me the cheapest one way flights from orlando to montreal
show me the cheapest one way flights from orlando to montreal
",show me the cheapest one way flights from orlando to montreal,show me the cheapest one way flights from orlando to montreal,Yes
"what is the cheapest flight from san francisco to milwaukee
what is the cheapest flight from san francisco to milwaukee
what is the cheapest flight from san francisco to milwaukee
what is the cheapest flight from san francisco to milwaukee
what is the cheapest flight from san francisco to milwaukee
",what is the cheapest flight from san francisco to milwaukee,the cheapest flight from san francisco to milwaukee is 150,No
"list flights from milwaukee to san jose on wednesday
lists flights from milwaukee to san jose on wednesday
list flights from milwaukee to san jose on wednesday
list flights from milwaukee to san jose on wednesday
list flights from milwaukee to san jose on wednesday
",list flights from milwaukee to san jose on wednesday,list flights from milwaukee to san jose on wednesday,Yes
"please list all flights from nashville to memphis on monday morning
please list all flights from nashville to memphis on monday morning
please list all flights from nashville to memphis on monday morning
please list all flights from nashville to memphis on monday morning
please list off lights from nashville to memphis on monday morning
",please list all flights from nashville to memphis on monday morning,please list all flights from nashville to memphis on monday morning,Yes
"list the airfare for american airlines flight nineteen from jfk to lax
list the airfare for american airlines flight nineteen from jfk to lax
list the airfair for american airlines flight nineteen from jfk to lax
lists the airfare for american airlines flight nineteen from jfk to lax
list the airfair for american airlines flight nineteen from jfk to lax
",list the airfare for american airlines flight nineteen from jfk to lax,list the airfare for american airlines flight nineteen from jfk to lax,Yes
"what are the non stop flights from cincinnati to charlotte leaving afternoon and arriving before sevenpm
what are the nonstop flights from cincinnati to charlotte leaving afternoon and arriving before sevenpm
what are the non stop flights from cincinnati to charlotte leaving afternoon and arriving before sevenpm
what are the non stop flights from cincinnati to charlotte leaving afternoon and arriving before seven p m
what are the nonstop flights from cincinnati to charlotte leaving afternoon and arriving before seven p m
",what are the nonstop flights from cincinnati to charlotte leaving after noon and arriving before seven pm,what are the nonstop flights from cincinnati to charlotte leaving afternoon and arriving before seven p m,No
"what are the departure times from detroit to westchester county
what are the departure times from detroit to westchester county
what are the departure times from detroit to westchester county
what are the departure times for from detroit to westchester county
what are the departure times from detroit to west chester county
",what are the departure times from detroit to westchester county,what are the departure times from detroit to westchester county,Yes
"list delta flights from seattle to salt lake city with aircraft type
list delta flights from seattle to salt lake city with aircraft type
list delta flights from seattle to salt lake city with aircraft type
list delta flights from seattle to salt lake city with aircraft type
list delta flights from seattle to salt lake city with aircraft type
",list delta flights from seattle to salt lake city with aircraft type,list delta flights from seattle to salt lake city with aircraft type,Yes
"flights from san diego to seattle
flights from san diego to seattle
flight is from san diego to seattle
flites from san diego to seattle
flight from san diego to seattle
",flights from san diego to seattle,flights from san diego to seattle,Yes
"show me a one way flight from milwaukee to orlando leaving wednesday afternoon after sixpm
show me a one way flight from milwaukee to orlando leaving wednesday afternoon after sixpm
show me a one way flight from milwaukee to orlando leaving wednesday afternoon after six p m
show me a one way flight from milwaukee to orlando leaving wednesday afternoon after sixpm
show me a one way flight from milwaukee to orlando leaving wednesday afternoon after sixpm
",show me a one way flight from milwaukee to orlando leaving wednesday afternoon after six pm,show me a one way flight from milwaukee to orlando leaving wednesday afternoon after sixpm,No
